Task: move-ego-0-0
  Dimension 0: min=0.5873, max=1.0273, mean=0.9236, std=0.0516
  Dimension 264: min=-7.2478, max=10.3129, mean=-0.0374, std=1.8625
  Dimension 265: min=-7.9643, max=5.6999, mean=-0.5039, std=2.7201
  Dimension 266: min=-10.9784, max=13.2984, mean=1.7560, std=3.5876
  Dimension 267: min=-10.6535, max=9.2573, mean=-0.0280, std=3.1855
  Dimension 268: min=-9.8648, max=7.4803, mean=-0.5325, std=3.2018
  Dimension 269: min=-12.9957, max=14.9417, mean=1.7810, std=4.1068
  Dimension 270: min=-12.3355, max=11.0150, mean=-0.0281, std=3.7485
  Dimension 271: min=-3.1838, max=2.8389, mean=-0.3265, std=1.2426
  Dimension 272: min=-2.2013, max=5.8808, mean=1.6317, std=1.9166
  Dimension 273: min=-2.8695, max=3.3118, mean=-0.0650, std=1.3285
  Dimension 274: min=-3.5205, max=4.2879, mean=-0.3051, std=1.4337
  Dimension 275: min=-2.5426, max=7.5723, mean=1.7064, std=2.4434
  Dimension 276: min=-4.1289, max=3.8794, mean=-0.0720, std=1.8096
  Dimension 277: min=-7.0511, max=7.5696, mean=-0.1539, std=2.2903
  Dimension 278: min=-3.9053, max=12.3933, mean=1.9948, std=3.6108
  Dimension 279: min=-6.3192, max=7.6202, mean=-0.0950, std=2.7041
  Dimension 280: min=-10.8559, max=12.1416, mean=-0.1881, std=3.7550
  Dimension 281: min=-9.6767, max=16.8905, mean=2.4331, std=5.0116
  Dimension 282: min=-8.4713, max=10.3750, mean=0.0025, std=3.7756
  Dimension 283: min=-12.2755, max=14.1672, mean=-0.1766, std=4.4077
  Dimension 284: min=-11.8163, max=18.3174, mean=2.5853, std=5.6426
  Dimension 285: min=-9.5438, max=12.2518, mean=0.0332, std=4.2306
  Dimension 286: min=-15.2341, max=4.6804, mean=-5.8286, std=3.6070
  Dimension 287: min=-9.4622, max=12.2214, mean=-0.0089, std=4.0612
  Dimension 288: min=-6.2313, max=13.1459, mean=4.5683, std=3.8209
  Dimension 289: min=-19.5675, max=8.9599, mean=-6.2589, std=5.1858
  Dimension 290: min=-13.2264, max=9.7158, mean=-0.2306, std=4.4636
  Dimension 291: min=-9.2023, max=14.6766, mean=3.4160, std=5.5608
  Dimension 292: min=-22.0870, max=10.5988, mean=-6.1810, std=6.4653
  Dimension 293: min=-15.9152, max=10.5105, mean=-1.3302, std=4.7659
  Dimension 294: min=-10.1820, max=23.4538, mean=4.2554, std=6.3364
  Dimension 295: min=-24.0173, max=12.0728, mean=-6.3736, std=7.1846
  Dimension 296: min=-18.5839, max=20.0191, mean=-0.9435, std=5.3802
  Dimension 297: min=-11.1469, max=27.0041, mean=3.9806, std=5.9974
  Dimension 298: min=-24.0186, max=14.3430, mean=-6.7123, std=7.2923
  Dimension 299: min=-19.1499, max=19.1601, mean=-0.5483, std=6.0692
  Dimension 300: min=-11.5273, max=29.4867, mean=3.1519, std=6.0291
  Dimension 301: min=-20.9667, max=6.3547, mean=-6.0781, std=5.3630
  Dimension 302: min=-11.3325, max=14.5890, mean=1.3379, std=4.4018
  Dimension 303: min=-8.0196, max=17.5816, mean=4.1556, std=5.3060
  Dimension 304: min=-23.5357, max=7.0903, mean=-6.7546, std=5.9542
  Dimension 305: min=-11.6985, max=21.7786, mean=4.0100, std=6.0242
  Dimension 306: min=-18.4282, max=17.6492, mean=3.8117, std=6.1548
  Dimension 307: min=-26.2598, max=12.9890, mean=-6.3050, std=6.5053
  Dimension 308: min=-14.0172, max=22.7242, mean=4.6106, std=6.3885
  Dimension 309: min=-13.8671, max=19.1935, mean=3.8598, std=6.0404
  Dimension 310: min=-30.1886, max=17.5783, mean=-6.6692, std=7.6362
  Dimension 311: min=-24.1404, max=24.2957, mean=4.6686, std=7.4398
  Dimension 312: min=-18.4462, max=19.7046, mean=3.4091, std=6.1579
  Dimension 313: min=-15.1637, max=1.9505, mean=-5.2565, std=3.2977
  Dimension 314: min=-11.9548, max=9.0388, mean=-0.7515, std=3.6074
  Dimension 315: min=-3.9286, max=13.5677, mean=5.2753, std=3.7752
  Dimension 316: min=-19.0480, max=9.6255, mean=-4.4321, std=3.9577
  Dimension 317: min=-14.1367, max=9.1616, mean=-0.1455, std=3.7008
  Dimension 318: min=-4.2011, max=15.5274, mean=6.0896, std=4.1749
  Dimension 319: min=-17.0136, max=7.5688, mean=-4.4787, std=4.3827
  Dimension 320: min=-14.2315, max=9.2223, mean=-1.8165, std=4.3255
  Dimension 321: min=-6.3762, max=17.2843, mean=6.2494, std=4.1266
  Dimension 322: min=-17.9387, max=7.9133, mean=-4.8786, std=4.4254
  Dimension 323: min=-15.4315, max=10.2804, mean=-2.0568, std=4.7348
  Dimension 324: min=-7.0997, max=17.0255, mean=6.1759, std=4.1548
  Dimension 325: min=-20.0861, max=10.1677, mean=-4.3551, std=4.9233
  Dimension 326: min=-16.1849, max=12.5182, mean=-2.6442, std=5.1866
  Dimension 327: min=-11.3314, max=21.1699, mean=6.1727, std=5.5057
  Dimension 328: min=-18.0228, max=7.3429, mean=-4.0536, std=4.3380
  Dimension 329: min=-14.1936, max=7.7390, mean=-1.8623, std=3.7748
  Dimension 330: min=-6.2893, max=17.8827, mean=6.3829, std=4.3511
  Dimension 331: min=-21.3679, max=18.2131, mean=-3.0384, std=6.2867
  Dimension 332: min=-21.8208, max=13.6330, mean=0.9991, std=5.3688
  Dimension 333: min=-12.8543, max=24.2579, mean=6.3490, std=6.5907
  Dimension 334: min=-26.2178, max=17.5382, mean=-4.7480, std=7.5412
  Dimension 335: min=-28.4043, max=18.3219, mean=-0.8201, std=7.0253
  Dimension 336: min=-25.6732, max=29.8508, mean=5.6633, std=7.8408
  Dimension 337: min=-25.9106, max=17.5382, mean=-4.6506, std=7.8939
  Dimension 338: min=-26.9776, max=19.2333, mean=-0.7154, std=7.1413
  Dimension 339: min=-26.9630, max=30.8921, mean=5.6866, std=7.9258
  Dimension 340: min=-23.6489, max=22.1710, mean=-4.0372, std=8.3718
  Dimension 341: min=-22.8045, max=19.4786, mean=-0.2306, std=7.9042
  Dimension 342: min=-24.4156, max=28.1965, mean=5.4500, std=7.7977
  Dimension 343: min=-18.6989, max=8.5617, mean=-4.5146, std=4.8139
  Dimension 344: min=-13.5745, max=8.7811, mean=-1.6679, std=4.5982
  Dimension 345: min=-9.4197, max=18.3865, mean=6.3068, std=4.8360
  Dimension 346: min=-21.2565, max=10.4280, mean=-3.4850, std=5.5821
  Dimension 347: min=-16.8505, max=12.2796, mean=-1.5065, std=5.2967
  Dimension 348: min=-7.2971, max=26.1027, mean=7.2233, std=7.1577
  Dimension 349: min=-24.1348, max=14.1647, mean=-3.3657, std=7.2480
  Dimension 350: min=-21.8769, max=22.1534, mean=-1.9286, std=7.3441
  Dimension 351: min=-17.2804, max=32.5888, mean=7.0815, std=8.4171
  Dimension 352: min=-22.5973, max=16.3999, mean=-4.2007, std=7.6332
  Dimension 353: min=-24.9948, max=21.5710, mean=-1.8788, std=7.8455
  Dimension 354: min=-17.9441, max=33.9937, mean=6.3372, std=9.8642
  Dimension 355: min=-23.5575, max=19.6376, mean=-3.9098, std=8.3163
  Dimension 356: min=-24.4459, max=20.5385, mean=-1.3072, std=7.5928
  Dimension 357: min=-17.5887, max=36.9098, mean=7.1890, std=10.3801

Task: rotate-z-5-0.8
  Dimension 0: min=0.4205, max=1.0198, mean=0.8104, std=0.1329
  Dimension 1: min=-0.0320, max=0.0654, mean=0.0141, std=0.0219
  Dimension 2: min=-0.1148, max=0.1148, mean=0.0217, std=0.0749
  Dimension 3: min=-0.1142, max=0.1145, mean=0.0037, std=0.0803
  Dimension 4: min=-0.1230, max=0.4112, mean=0.0759, std=0.1252
  Dimension 5: min=-0.4823, max=0.4867, mean=0.1177, std=0.2778
  Dimension 6: min=-0.4666, max=0.4853, mean=0.0108, std=0.3463
  Dimension 7: min=-0.4310, max=0.2206, mean=-0.1580, std=0.1381
  Dimension 8: min=-0.5472, max=0.8432, mean=0.2365, std=0.3461
  Dimension 9: min=-0.8646, max=0.8714, mean=0.0542, std=0.5553
  Dimension 10: min=-0.4490, max=0.3291, mean=-0.1000, std=0.1577
  Dimension 11: min=-0.6549, max=0.8979, mean=0.2500, std=0.3967
  Dimension 12: min=-0.9204, max=0.8766, mean=0.0058, std=0.5844
  Dimension 13: min=-0.0724, max=0.0460, mean=-0.0110, std=0.0247
  Dimension 14: min=-0.1129, max=0.1130, mean=0.0085, std=0.0799
  Dimension 15: min=-0.1107, max=0.1125, mean=-0.0176, std=0.0728
  Dimension 16: min=-0.1220, max=0.3960, mean=0.1598, std=0.1485
  Dimension 17: min=-0.3181, max=0.4954, mean=0.0324, std=0.2510
  Dimension 18: min=-0.4731, max=0.4822, mean=-0.0486, std=0.3182
  Dimension 19: min=-0.3530, max=0.2663, mean=-0.0025, std=0.1458
  Dimension 20: min=-0.4697, max=0.8927, mean=0.0776, std=0.4252
  Dimension 21: min=-0.8715, max=0.8445, mean=-0.1937, std=0.5168
  Dimension 22: min=-0.3025, max=0.3791, mean=0.0563, std=0.1668
  Dimension 23: min=-0.5939, max=0.8685, mean=0.0156, std=0.4522
  Dimension 24: min=-0.9196, max=0.8398, mean=-0.2350, std=0.5373
  Dimension 25: min=-0.0770, max=0.0238, mean=-0.0332, std=0.0221
  Dimension 26: min=-0.1090, max=0.1089, mean=-0.0182, std=0.0698
  Dimension 27: min=-0.1042, max=0.1117, mean=0.0108, std=0.0754
  Dimension 28: min=-0.1358, max=0.0897, mean=-0.0157, std=0.0581
  Dimension 29: min=-0.2372, max=0.2383, mean=-0.0245, std=0.1533
  Dimension 30: min=-0.2324, max=0.2447, mean=-0.0122, std=0.1633
  Dimension 31: min=-0.1398, max=0.1315, mean=0.0033, std=0.0721
  Dimension 32: min=-0.2928, max=0.2804, mean=-0.0290, std=0.1827
  Dimension 33: min=-0.2897, max=0.2984, mean=-0.0326, std=0.1982
  Dimension 34: min=-0.3212, max=0.1562, mean=-0.0954, std=0.1326
  Dimension 35: min=-0.4817, max=0.4778, mean=-0.0278, std=0.2896
  Dimension 36: min=-0.4591, max=0.5118, mean=-0.0559, std=0.3305
  Dimension 37: min=-0.3249, max=0.2374, mean=-0.0752, std=0.1588
  Dimension 38: min=-0.5578, max=0.5513, mean=-0.0336, std=0.3349
  Dimension 39: min=-0.5411, max=0.5760, mean=-0.0820, std=0.3821
  Dimension 40: min=-0.2307, max=0.1637, mean=-0.0545, std=0.1127
  Dimension 41: min=-0.4327, max=0.3737, mean=-0.0474, std=0.2491
  Dimension 42: min=-0.3908, max=0.4188, mean=-0.0429, std=0.2761
  Dimension 43: min=-0.2888, max=0.2168, mean=-0.0634, std=0.1421
  Dimension 44: min=-0.5236, max=0.4353, mean=-0.0568, std=0.2972
  Dimension 45: min=-0.4773, max=0.4493, mean=-0.0685, std=0.3212
  Dimension 46: min=-0.4809, max=0.4739, mean=-0.0024, std=0.1908
  Dimension 47: min=-0.7419, max=0.5645, mean=-0.1614, std=0.3912
  Dimension 48: min=-0.6323, max=0.6243, mean=-0.1148, std=0.3992
  Dimension 49: min=-0.5855, max=0.6637, mean=-0.0976, std=0.2332
  Dimension 50: min=-0.8245, max=0.6870, mean=-0.2002, std=0.4740
  Dimension 51: min=-0.8423, max=0.7887, mean=-0.1882, std=0.5065
  Dimension 52: min=-0.6406, max=0.7247, mean=-0.1401, std=0.2535
  Dimension 53: min=-0.8563, max=0.7671, mean=-0.2118, std=0.5084
  Dimension 54: min=-0.8998, max=0.8671, mean=-0.2057, std=0.5455
  Dimension 55: min=-0.2790, max=0.1092, mean=-0.0699, std=0.1006
  Dimension 56: min=-0.3891, max=0.4031, mean=-0.0095, std=0.2440
  Dimension 57: min=-0.3698, max=0.4236, mean=-0.0398, std=0.2714
  Dimension 58: min=-0.3689, max=0.1311, mean=-0.0835, std=0.1195
  Dimension 59: min=-0.4395, max=0.4894, mean=0.0155, std=0.2848
  Dimension 60: min=-0.4337, max=0.4938, mean=-0.0687, std=0.3124
  Dimension 61: min=-0.6225, max=0.3691, mean=-0.0328, std=0.1903
  Dimension 62: min=-0.5863, max=0.7365, mean=0.0301, std=0.3873
  Dimension 63: min=-0.6186, max=0.6863, mean=-0.1867, std=0.4137
  Dimension 64: min=-0.8115, max=0.4386, mean=-0.0252, std=0.2655
  Dimension 65: min=-0.8087, max=0.9760, mean=0.0443, std=0.5154
  Dimension 66: min=-0.8608, max=0.9018, mean=-0.2980, std=0.5624
  Dimension 67: min=-0.8874, max=0.5004, mean=-0.0431, std=0.2951
  Dimension 68: min=-0.8892, max=1.0588, mean=0.0451, std=0.5583
  Dimension 69: min=-0.9458, max=0.9845, mean=-0.3320, std=0.6109
  Dimension 70: min=-0.3416, max=0.6642, mean=0.2001, std=0.2030
  Dimension 71: min=-0.9998, max=1.0000, mean=0.0953, std=0.7430
  Dimension 72: min=-0.9731, max=0.9068, mean=0.1543, std=0.5778
  Dimension 73: min=0.7292, max=1.0000, mean=0.9313, std=0.0646
  Dimension 74: min=-0.0000, max=0.0000, mean=-0.0000, std=0.0000
  Dimension 75: min=-0.6708, max=0.6843, mean=-0.0795, std=0.3496
  Dimension 76: min=-0.9620, max=0.6214, mean=-0.0045, std=0.3625
  Dimension 77: min=-0.9745, max=1.0000, mean=0.0521, std=0.7549
  Dimension 78: min=-0.9837, max=0.9086, mean=0.1743, std=0.5153
  Dimension 79: min=-0.0251, max=1.0000, mean=0.8458, std=0.1731
  Dimension 80: min=-0.4945, max=0.9730, mean=-0.0232, std=0.2753
  Dimension 81: min=-0.8188, max=0.9220, mean=0.0423, std=0.4202
  Dimension 82: min=-0.9088, max=0.6050, mean=0.0250, std=0.3333
  Dimension 83: min=-0.9931, max=1.0000, mean=0.0447, std=0.7676
  Dimension 84: min=-0.9909, max=0.9276, mean=0.2014, std=0.5065
  Dimension 85: min=-0.7600, max=1.0000, mean=0.5472, std=0.4308
  Dimension 86: min=-0.9989, max=0.7169, mean=0.0542, std=0.4130
  Dimension 87: min=-0.9869, max=0.8999, mean=-0.3110, std=0.4948
  Dimension 88: min=-0.9773, max=0.9931, mean=0.0178, std=0.5465
  Dimension 89: min=-0.9761, max=1.0000, mean=0.0526, std=0.6982
  Dimension 90: min=-0.9881, max=0.9197, mean=0.1152, std=0.4445
  Dimension 91: min=-0.1888, max=1.0000, mean=0.5811, std=0.3059
  Dimension 92: min=-0.9959, max=0.9502, mean=-0.0274, std=0.4997
  Dimension 93: min=-0.9968, max=0.5314, mean=-0.4011, std=0.3968
  Dimension 94: min=-0.9773, max=0.9820, mean=-0.0296, std=0.5535
  Dimension 95: min=-0.9843, max=1.0000, mean=0.0433, std=0.6964
  Dimension 96: min=-0.9847, max=0.8977, mean=0.0925, std=0.4443
  Dimension 97: min=-0.5465, max=1.0000, mean=0.4988, std=0.4204
  Dimension 98: min=-0.9871, max=0.9610, mean=0.0422, std=0.5377
  Dimension 99: min=-0.9994, max=0.6768, mean=-0.3243, std=0.4224
  Dimension 100: min=-0.3166, max=0.9204, mean=0.2891, std=0.2560
  Dimension 101: min=-1.0000, max=1.0000, mean=0.2984, std=0.7233
  Dimension 102: min=-0.9589, max=0.8200, mean=-0.0494, std=0.4859
  Dimension 103: min=-0.2917, max=1.0000, mean=0.6158, std=0.3339
  Dimension 104: min=-0.7556, max=0.9393, mean=0.1326, std=0.4075
  Dimension 105: min=-0.8985, max=0.9280, mean=0.1469, std=0.5514
  Dimension 106: min=-0.2013, max=0.9627, mean=0.3483, std=0.2692
  Dimension 107: min=-0.9967, max=1.0000, mean=0.2929, std=0.7056
  Dimension 108: min=-0.9636, max=0.8275, mean=-0.0881, std=0.4635
  Dimension 109: min=-0.2777, max=1.0000, mean=0.7040, std=0.2644
  Dimension 110: min=-1.0000, max=0.3020, mean=-0.3296, std=0.2714
  Dimension 111: min=-0.9856, max=0.9286, mean=-0.2221, std=0.4504
  Dimension 112: min=-0.0000, max=0.9993, mean=0.5203, std=0.2371
  Dimension 113: min=-0.9780, max=1.0000, mean=0.2254, std=0.6719
  Dimension 114: min=-0.9640, max=0.5801, mean=-0.1356, std=0.3904
  Dimension 115: min=-0.5934, max=1.0000, mean=0.6113, std=0.3107
  Dimension 116: min=-0.9972, max=0.6014, mean=-0.4644, std=0.3663
  Dimension 117: min=-0.9691, max=0.9328, mean=-0.1644, std=0.3910
  Dimension 118: min=-0.0487, max=0.9970, mean=0.5598, std=0.2318
  Dimension 119: min=-0.9732, max=1.0000, mean=0.2089, std=0.6709
  Dimension 120: min=-0.9375, max=0.5229, mean=-0.0984, std=0.3599
  Dimension 121: min=-0.8396, max=1.0000, mean=0.5324, std=0.3412
  Dimension 122: min=-0.9967, max=0.6496, mean=-0.4230, std=0.4109
  Dimension 123: min=-0.9991, max=0.9787, mean=-0.2738, std=0.4212
  Dimension 124: min=-0.7446, max=0.7655, mean=0.1164, std=0.3294
  Dimension 125: min=-0.9995, max=1.0000, mean=-0.1361, std=0.7166
  Dimension 126: min=-0.9709, max=0.8552, mean=-0.0313, std=0.5873
  Dimension 127: min=0.5870, max=1.0000, mean=0.8674, std=0.1113
  Dimension 128: min=-0.7617, max=0.4945, mean=-0.0156, std=0.2566
  Dimension 129: min=-0.7802, max=0.4850, mean=-0.1589, std=0.3793
  Dimension 130: min=-0.9040, max=0.4219, mean=-0.0786, std=0.2258
  Dimension 131: min=-0.9999, max=1.0000, mean=-0.2551, std=0.7264
  Dimension 132: min=-0.9970, max=0.9886, mean=0.1022, std=0.5829
  Dimension 133: min=0.2916, max=1.0000, mean=0.9074, std=0.0874
  Dimension 134: min=-0.7337, max=0.5906, mean=-0.0241, std=0.2679
  Dimension 135: min=-0.8163, max=0.1710, mean=-0.2479, std=0.1878
  Dimension 136: min=-0.9446, max=0.6294, mean=0.0785, std=0.3147
  Dimension 137: min=-0.9992, max=1.0000, mean=-0.2365, std=0.7331
  Dimension 138: min=-0.9734, max=0.8954, mean=-0.0061, std=0.5490
  Dimension 139: min=0.3145, max=1.0000, mean=0.8226, std=0.1223
  Dimension 140: min=-0.5630, max=0.8145, mean=0.0104, std=0.2874
  Dimension 141: min=-0.9116, max=0.4558, mean=-0.3562, std=0.3143
  Dimension 142: min=-0.8428, max=0.7674, mean=0.1848, std=0.2547
  Dimension 143: min=-0.9995, max=1.0000, mean=-0.2106, std=0.7550
  Dimension 144: min=-0.9802, max=0.9255, mean=0.0518, std=0.5329
  Dimension 145: min=0.4378, max=1.0000, mean=0.8002, std=0.1399
  Dimension 146: min=-0.5863, max=0.7936, mean=-0.0073, std=0.2955
  Dimension 147: min=-0.8437, max=0.5827, mean=-0.3534, std=0.3577
  Dimension 148: min=-0.9561, max=0.7481, mean=0.0975, std=0.3889
  Dimension 149: min=-0.9997, max=1.0000, mean=-0.1973, std=0.7560
  Dimension 150: min=-0.9243, max=0.9731, mean=0.0880, std=0.4702
  Dimension 151: min=0.2866, max=1.0000, mean=0.7526, std=0.1489
  Dimension 152: min=-0.7294, max=0.8030, mean=-0.1467, std=0.3302
  Dimension 153: min=-0.9561, max=0.6007, mean=-0.3888, std=0.3602
  Dimension 154: min=-0.8937, max=0.7910, mean=0.0953, std=0.3196
  Dimension 155: min=-0.9999, max=1.0000, mean=-0.1641, std=0.6986
  Dimension 156: min=-0.9877, max=0.7917, mean=-0.2851, std=0.5408
  Dimension 157: min=0.3919, max=1.0000, mean=0.7909, std=0.1376
  Dimension 158: min=-0.4402, max=0.8011, mean=0.1278, std=0.2869
  Dimension 159: min=-0.9071, max=0.4795, mean=-0.3370, std=0.3787
  Dimension 160: min=-0.9680, max=0.9937, mean=0.1738, std=0.3736
  Dimension 161: min=-0.9621, max=1.0000, mean=-0.4016, std=0.6130
  Dimension 162: min=-0.9949, max=0.9000, mean=-0.2028, std=0.5020
  Dimension 163: min=-0.7353, max=1.0000, mean=-0.2262, std=0.3407
  Dimension 164: min=-0.9943, max=0.9803, mean=0.0780, std=0.5824
  Dimension 165: min=-0.9801, max=0.9912, mean=-0.4144, std=0.5619
  Dimension 166: min=-0.9669, max=0.8163, mean=-0.3590, std=0.3692
  Dimension 167: min=-0.9506, max=1.0000, mean=-0.1496, std=0.5307
  Dimension 168: min=-0.9862, max=0.9888, mean=-0.3109, std=0.5780
  Dimension 169: min=-0.9607, max=1.0000, mean=-0.2258, std=0.3745
  Dimension 170: min=-0.9998, max=0.9822, mean=0.3951, std=0.6377
  Dimension 171: min=-0.8843, max=0.9925, mean=-0.0299, std=0.4952
  Dimension 172: min=-0.9989, max=0.8593, mean=-0.5938, std=0.3656
  Dimension 173: min=-0.8496, max=1.0000, mean=-0.0707, std=0.4621
  Dimension 174: min=-0.9701, max=0.9684, mean=-0.1615, std=0.5187
  Dimension 175: min=-0.9855, max=1.0000, mean=-0.2503, std=0.4249
  Dimension 176: min=-0.9922, max=0.9996, mean=0.3877, std=0.6680
  Dimension 177: min=-0.8193, max=0.8877, mean=-0.0170, std=0.4000
  Dimension 178: min=-0.9865, max=0.8527, mean=-0.3292, std=0.4594
  Dimension 179: min=-0.9999, max=1.0000, mean=-0.2355, std=0.5288
  Dimension 180: min=-0.9661, max=0.9959, mean=-0.2151, std=0.5471
  Dimension 181: min=-0.9180, max=1.0000, mean=-0.2737, std=0.4007
  Dimension 182: min=-1.0000, max=0.9895, mean=0.3477, std=0.6712
  Dimension 183: min=-0.9543, max=0.8655, mean=-0.1043, std=0.4269
  Dimension 184: min=-0.8143, max=0.7608, mean=-0.0524, std=0.2945
  Dimension 185: min=-0.9992, max=1.0000, mean=-0.3099, std=0.6470
  Dimension 186: min=-0.9922, max=0.9843, mean=0.2481, std=0.5782
  Dimension 187: min=0.1369, max=1.0000, mean=0.7981, std=0.1528
  Dimension 188: min=-0.8399, max=0.7879, mean=-0.0481, std=0.4195
  Dimension 189: min=-0.9468, max=0.3642, mean=-0.3197, std=0.2434
  Dimension 190: min=-0.9968, max=0.9810, mean=-0.1803, std=0.3823
  Dimension 191: min=-0.9886, max=1.0000, mean=-0.0416, std=0.5414
  Dimension 192: min=-0.9705, max=0.9969, mean=0.4728, std=0.5505
  Dimension 193: min=-0.7536, max=1.0000, mean=0.1666, std=0.5375
  Dimension 194: min=-0.9985, max=0.9934, mean=-0.2780, std=0.6080
  Dimension 195: min=-0.9882, max=0.9028, mean=-0.0704, std=0.4811
  Dimension 196: min=-0.8697, max=0.7283, mean=-0.0466, std=0.3700
  Dimension 197: min=-0.9894, max=1.0000, mean=-0.0452, std=0.5475
  Dimension 198: min=-0.9994, max=0.9967, mean=0.4347, std=0.6084
  Dimension 199: min=-0.9827, max=1.0000, mean=-0.1317, std=0.5880
  Dimension 200: min=-0.9895, max=0.9873, mean=-0.2082, std=0.6045
  Dimension 201: min=-0.8264, max=0.9829, mean=0.0787, std=0.4711
  Dimension 202: min=-0.6497, max=0.8709, mean=0.2937, std=0.4108
  Dimension 203: min=-0.9441, max=1.0000, mean=0.0353, std=0.5162
  Dimension 204: min=-0.9769, max=0.9981, mean=0.3668, std=0.5854
  Dimension 205: min=-0.9633, max=1.0000, mean=-0.2937, std=0.4134
  Dimension 206: min=-0.9984, max=0.8800, mean=-0.3868, std=0.4782
  Dimension 207: min=-0.9803, max=0.9965, mean=0.1714, std=0.5789
  Dimension 208: min=-0.6555, max=0.9998, mean=0.5266, std=0.4145
  Dimension 209: min=-0.9940, max=1.0000, mean=-0.1455, std=0.5230
  Dimension 210: min=-0.9659, max=0.9806, mean=0.1260, std=0.4901
  Dimension 211: min=-0.9963, max=1.0000, mean=-0.1607, std=0.4530
  Dimension 212: min=-0.9996, max=0.9364, mean=-0.4329, std=0.5560
  Dimension 213: min=-0.9978, max=0.9927, mean=0.0535, std=0.5192
  Dimension 214: min=-2.0333, max=3.1734, mean=0.4170, std=1.4201
  Dimension 215: min=-5.2169, max=0.5038, mean=-2.8490, std=1.2998
  Dimension 216: min=-3.9309, max=2.6964, mean=-0.0299, std=1.5035
  Dimension 217: min=-2.0141, max=2.4406, mean=0.1805, std=1.2952
  Dimension 218: min=-5.3585, max=0.7459, mean=-2.8850, std=1.6420
  Dimension 219: min=-4.7633, max=3.5791, mean=-0.0097, std=2.0309
  Dimension 220: min=-3.3689, max=2.8466, mean=-0.5340, std=1.4337
